model,node21_score,time_sec,sens@0.25,sens@0.5,sens@1,sens@2,sens@4,sens@8
checkpoint_coco_3canales_desbalanceado_epoch_10_20251230_014536.pth,0.469197469192782,182.6,0.3836163836125513,0.4545454545409136,0.4935064935015634,0.49450549450055437,0.49450549450055437,0.49450549450055437
checkpoint_coco_3canales_balanceado_epoch_19_20251230_052422.pth,0.46769896769429536,181.8,0.3316683316650183,0.4845154845106442,0.49750249749752745,0.49750249749752745,0.49750249749752745,0.49750249749752745
checkpoint_coco_3canales_balanceado_epoch_12_20251230_052422.pth,0.4638694638648298,183.7,0.3206793206761171,0.4305694305651292,0.48851148850660825,0.5144855144803747,0.5144855144803747,0.5144855144803747
checkpoint_coco_monocanal_balanceado_epoch_13_20251229_091533.pth,0.4618714618668478,183.5,0.2467532467507817,0.49450549450055437,0.5074925074874377,0.5074925074874377,0.5074925074874377,0.5074925074874377
checkpoint_coco_3canales_desbalanceado_epoch_11_20251230_014536.pth,0.4433899433855139,182.0,0.3976023975984255,0.4525474525429316,0.4525474525429316,0.4525474525429316,0.4525474525429316,0.4525474525429316
checkpoint_coco_3canales_balanceado_epoch_04_20251230_052422.pth,0.4397269397225468,184.0,0.3126873126841889,0.3786213786175962,0.4515484515439406,0.4985014984965185,0.4985014984965185,0.4985014984965185
checkpoint_coco_3canales_desbalanceado_epoch_02_20251230_014536.pth,0.43956043955604834,185.9,0.2847152847124404,0.40159840159438964,0.4795204795156891,0.4905094905045903,0.4905094905045903,0.4905094905045903
best_coco_3canales_desbalanceado_frcnn_node21_20251230_014536.pth,0.43956043955604834,186.2,0.2847152847124404,0.40159840159438964,0.4795204795156891,0.4905094905045903,0.4905094905045903,0.4905094905045903
checkpoint_coco_3canales_balanceado_epoch_08_20251230_052422.pth,0.43706293705857074,184.3,0.3216783216751081,0.4305694305651292,0.46753246752779687,0.46753246752779687,0.46753246752779687,0.46753246752779687
checkpoint_coco_3canales_balanceado_epoch_16_20251230_052422.pth,0.42307692307269656,183.2,0.3096903096872159,0.41858141857723696,0.4525474525429316,0.4525474525429316,0.4525474525429316,0.4525474525429316
checkpoint_coco_3canales_balanceado_epoch_18_20251230_052422.pth,0.40892440892032383,183.6,0.3036963036932698,0.4115884115842998,0.43456543456109326,0.43456543456109326,0.43456543456109326,0.43456543456109326
checkpoint_coco_3canales_desbalanceado_epoch_04_20251230_014536.pth,0.39010989010599295,183.3,0.27172827172555714,0.27172827172555714,0.4365634365590753,0.45354645354192263,0.45354645354192263,0.45354645354192263
checkpoint_coco_3canales_desbalanceado_epoch_03_20251230_014536.pth,0.3847818847780408,184.7,0.2997002996973057,0.3866133866095243,0.4055944055903537,0.4055944055903537,0.4055944055903537,0.4055944055903537
checkpoint_coco_3canales_desbalanceado_epoch_07_20251230_014536.pth,0.31918081917763047,182.4,0.27172827172555714,0.3286713286680452,0.3286713286680452,0.3286713286680452,0.3286713286680452,0.3286713286680452
